Date,Machine_ID,Problem_Type,Service_Status,Cost,Hours
2025-06-21,MCH-9945,Calibration Issue,Cancelled,7974.0,9
2023-06-22,MCH-6267,Calibration Issue,Completed,9527.4,9
2020-12-13,MCH-8674,Calibration Issue,Cancelled,44153.59,10
2024-10-25,MCH-8151,Software Crash,Completed,35220.29,7
2025-09-20,MCH-3077,Software Crash,Pending,36730.06,12
2021-01-24,MCH-8494,Wear and Tear,Completed,41635.82,6
2023-10-17,MCH-8592,Calibration Issue,Cancelled,25001.8,3
2024-04-09,MCH-7701,Calibration Issue,Completed,25011.02,1
2020-01-14,MCH-2430,Wear and Tear,Pending,38500.73,5
2024-08-03,MCH-8649,Leakage,Pending,43526.83,3
2024-04-22,MCH-4013,Sensor Error,Pending,9270.32,2
2020-06-16,MCH-6791,Software Crash,Cancelled,20213.3,1
2024-01-30,MCH-2384,Sensor Error,Completed,33115.2,5
2024-04-23,MCH-2410,Mechanical Jam,Pending,47961.6,9
2025-05-28,MCH-1527,Software Crash,Pending,18704.63,8
2022-06-10,MCH-3199,Power Failure,Cancelled,21643.27,12
2021-02-08,MCH-2415,Power Failure,Pending,761.26,3
2025-08-05,MCH-8239,Sensor Error,Completed,3738.84,4
2023-05-07,MCH-4535,Wear and Tear,Cancelled,48166.08,1
2025-08-26,MCH-2361,Mechanical Jam,Pending,11208.98,2
2024-07-18,MCH-9111,Overheating,In Progress,5024.01,4
2023-01-15,MCH-7836,Wear and Tear,Completed,17924.11,1
2023-11-24,MCH-8975,Power Failure,Completed,46651.34,3
2025-12-25,MCH-5679,Mechanical Jam,In Progress,10759.48,7
2023-06-07,MCH-8005,Calibration Issue,In Progress,42880.27,5
2022-08-02,MCH-3534,Mechanical Jam,Pending,20863.78,11
2021-11-06,MCH-5862,Power Failure,Completed,14493.27,5
2021-04-18,MCH-7750,Software Crash,In Progress,43746.65,11
2020-07-15,MCH-1059,Software Crash,Pending,33089.4,7
2025-12-22,MCH-6666,Leakage,Pending,26462.92,6
2023-06-02,MCH-9018,Mechanical Jam,Cancelled,44469.89,7
2023-07-10,MCH-8483,Mechanical Jam,Pending,46659.44,10
2024-01-16,MCH-7210,Software Crash,In Progress,10898.76,9
2021-02-09,MCH-9978,Calibration Issue,Cancelled,11898.49,9
2023-04-13,MCH-6383,Software Crash,Cancelled,23314.82,6
2021-12-08,MCH-5952,Wear and Tear,Completed,44373.08,6
2024-12-27,MCH-2743,Calibration Issue,Completed,44525.35,2
2022-11-24,MCH-6513,Overheating,Completed,10670.67,2
2021-03-14,MCH-8239,Sensor Error,Completed,14531.29,1
2020-03-20,MCH-2653,Overheating,Cancelled,23706.03,3
2020-05-06,MCH-9498,Leakage,In Progress,15340.51,2
2023-01-11,MCH-1528,Software Crash,Completed,35701.89,6
2022-02-15,MCH-2304,Wear and Tear,Completed,49342.62,3
2021-06-05,MCH-2624,Overheating,Pending,18630.91,11
2024-04-20,MCH-2486,Software Crash,Cancelled,30834.52,6
2024-11-07,MCH-3808,Power Failure,Pending,18116.14,3
2022-01-17,MCH-3175,Leakage,In Progress,40294.43,9
2025-08-09,MCH-6184,Leakage,In Progress,39239.67,11
2022-11-08,MCH-6296,Power Failure,Cancelled,34332.1,10
2020-06-02,MCH-7058,Software Crash,Cancelled,3548.81,4
2025-06-21,MCH-5696,Power Failure,Completed,34054.98,5
2022-07-24,MCH-2431,Overheating,Cancelled,563.58,4
2023-04-02,MCH-9778,Leakage,Pending,5198.97,11
2023-12-05,MCH-7603,Sensor Error,Completed,16053.22,8
2020-12-06,MCH-7983,Power Failure,Completed,17875.44,5
2025-07-30,MCH-6119,Overheating,Cancelled,24422.29,3
2024-10-18,MCH-3008,Mechanical Jam,In Progress,23171.01,10
2023-08-12,MCH-4336,Leakage,Completed,23583.44,10
2025-09-01,MCH-3237,Power Failure,Completed,12014.97,3
2022-03-03,MCH-9124,Calibration Issue,In Progress,11100.72,6
2023-01-06,MCH-2038,Mechanical Jam,Completed,30249.06,1
2022-09-25,MCH-6164,Power Failure,Cancelled,5610.46,5
2022-09-19,MCH-5574,Mechanical Jam,Completed,11450.24,2
2025-07-21,MCH-3756,Wear and Tear,Pending,10647.32,2
2024-11-21,MCH-7542,Leakage,Cancelled,46125.81,7
2025-07-22,MCH-1965,Wear and Tear,Completed,40976.76,9
2021-03-28,MCH-4131,Calibration Issue,Pending,1004.64,9
2023-05-26,MCH-7956,Overheating,In Progress,28371.94,5
2024-07-12,MCH-3951,Overheating,In Progress,41222.5,7
2022-04-22,MCH-2905,Power Failure,Cancelled,48012.6,9
2023-02-26,MCH-3227,Sensor Error,Pending,25179.58,1
2023-03-26,MCH-1017,Wear and Tear,Completed,27592.33,12
2022-04-08,MCH-5325,Mechanical Jam,Cancelled,12960.73,3
2022-08-29,MCH-1173,Calibration Issue,Pending,28678.26,3
2024-05-11,MCH-8686,Mechanical Jam,In Progress,15675.77,4
2022-07-31,MCH-4011,Overheating,Completed,48132.82,9
2020-05-04,MCH-7340,Overheating,In Progress,14404.02,8
2025-03-04,MCH-4833,Power Failure,Completed,19886.04,11
2022-02-25,MCH-2286,Software Crash,Cancelled,20892.0,3
2025-03-21,MCH-4329,Calibration Issue,In Progress,43994.04,3
2021-02-22,MCH-5661,Wear and Tear,Completed,13334.53,2
2021-11-17,MCH-4941,Power Failure,Completed,29252.32,10
2023-02-12,MCH-9867,Sensor Error,Cancelled,14770.89,1
2024-11-19,MCH-4710,Leakage,Completed,43261.52,9
2023-07-24,MCH-2568,Calibration Issue,Pending,28340.36,6
2023-05-06,MCH-2448,Mechanical Jam,In Progress,32921.34,5
2022-04-29,MCH-8224,Mechanical Jam,Cancelled,20018.48,12
2021-04-28,MCH-5613,Wear and Tear,In Progress,19228.18,8
2022-01-22,MCH-2565,Power Failure,Pending,37690.29,6
2022-01-22,MCH-1785,Sensor Error,In Progress,24374.31,10
2025-03-15,MCH-1143,Calibration Issue,In Progress,2506.4,4
2020-02-18,MCH-8888,Software Crash,Cancelled,46705.96,1
2024-04-06,MCH-9727,Overheating,Pending,8069.04,5
2022-09-20,MCH-2166,Power Failure,Pending,15676.38,9
2021-12-05,MCH-6447,Wear and Tear,Cancelled,3588.03,7
2024-01-22,MCH-1816,Software Crash,Completed,44360.71,3
2021-08-29,MCH-4507,Overheating,Cancelled,49715.94,2
2020-02-17,MCH-8102,Power Failure,Completed,7781.42,4
2022-03-31,MCH-7925,Wear and Tear,In Progress,26335.83,3
2022-05-07,MCH-2471,Software Crash,In Progress,32758.29,3
2025-10-11,MCH-6172,Wear and Tear,Cancelled,11381.71,2
2024-02-01,MCH-8223,Sensor Error,Completed,32475.9,2
2024-04-26,MCH-4197,Wear and Tear,In Progress,5076.26,2
2021-08-02,MCH-1890,Leakage,Cancelled,21294.9,12
2022-10-13,MCH-4824,Calibration Issue,In Progress,2983.93,9
2023-10-09,MCH-4008,Overheating,In Progress,1162.98,4
2024-01-25,MCH-8855,Sensor Error,Pending,34316.25,11
2020-11-30,MCH-2004,Power Failure,In Progress,48507.14,8
2023-12-26,MCH-5630,Software Crash,Pending,8484.46,9
2020-10-12,MCH-3329,Overheating,Pending,45497.15,1
2020-12-13,MCH-1171,Overheating,Pending,33211.01,11
2024-09-15,MCH-7678,Power Failure,Pending,29196.98,4
2024-01-25,MCH-5588,Overheating,In Progress,27519.49,12
2025-04-29,MCH-9437,Calibration Issue,Pending,25792.55,11
2020-11-19,MCH-9257,Sensor Error,In Progress,3911.08,8
2020-07-20,MCH-3063,Calibration Issue,Pending,37307.54,5
2021-04-01,MCH-3061,Overheating,In Progress,14216.31,10
2024-12-19,MCH-1635,Sensor Error,Pending,40112.79,4
2024-03-03,MCH-3060,Power Failure,Cancelled,34651.74,6
2021-05-09,MCH-9445,Software Crash,In Progress,12118.09,1
2021-10-13,MCH-5572,Leakage,Pending,28075.18,7
2021-05-17,MCH-9498,Calibration Issue,Pending,8203.13,11
2020-02-29,MCH-1822,Power Failure,Pending,22961.29,10
2025-04-29,MCH-5638,Power Failure,In Progress,20801.9,7
2023-01-08,MCH-1994,Wear and Tear,Cancelled,41286.09,11
2022-12-13,MCH-9038,Sensor Error,In Progress,45465.42,4
2024-11-01,MCH-9476,Power Failure,In Progress,5449.0,3
2024-10-26,MCH-8651,Leakage,Cancelled,19347.46,12
2020-08-13,MCH-6171,Power Failure,Cancelled,19289.46,11
2020-09-15,MCH-3793,Wear and Tear,Pending,1875.18,2
2022-12-29,MCH-7275,Leakage,Completed,27492.73,8
2023-12-21,MCH-1523,Overheating,Completed,37568.86,2
2025-09-15,MCH-4687,Mechanical Jam,Pending,3681.97,6
2021-05-31,MCH-9766,Power Failure,Cancelled,45458.79,11
2022-08-03,MCH-2634,Wear and Tear,In Progress,41768.16,1
2022-09-30,MCH-8775,Sensor Error,Pending,27788.39,9
2025-12-27,MCH-4340,Mechanical Jam,Completed,12069.13,1
2024-09-22,MCH-9600,Sensor Error,Cancelled,35801.96,11
2021-02-11,MCH-8995,Overheating,In Progress,23267.05,4
2020-12-02,MCH-3775,Power Failure,Completed,42533.12,6
2023-10-17,MCH-1160,Software Crash,Pending,15919.49,11
2022-07-08,MCH-1157,Leakage,Pending,9752.31,4
2025-08-01,MCH-9017,Leakage,Completed,35877.99,1
2024-06-17,MCH-5563,Calibration Issue,Completed,698.38,8
2023-04-23,MCH-7360,Calibration Issue,Cancelled,7204.73,10
2024-04-22,MCH-1746,Sensor Error,Completed,37917.06,6
2021-06-15,MCH-6620,Software Crash,In Progress,29561.43,6
2023-04-11,MCH-6978,Overheating,Completed,38715.51,10
2025-01-22,MCH-2689,Wear and Tear,In Progress,36597.25,1
2024-03-19,MCH-9812,Calibration Issue,Cancelled,15841.37,6
2020-07-24,MCH-7766,Wear and Tear,In Progress,37508.1,9
2025-11-22,MCH-7626,Power Failure,Pending,17452.83,11
2020-01-03,MCH-2341,Sensor Error,In Progress,44074.73,1
2022-05-01,MCH-9207,Sensor Error,Completed,44292.44,4
2020-01-28,MCH-7879,Mechanical Jam,Pending,13796.79,2
2020-07-20,MCH-6202,Mechanical Jam,Cancelled,5485.76,2
2025-04-11,MCH-7111,Sensor Error,Completed,32996.03,3
2022-12-11,MCH-3716,Calibration Issue,Pending,20219.96,7
2025-12-24,MCH-5500,Leakage,Completed,19957.92,7
2021-02-27,MCH-9739,Power Failure,Pending,14311.93,6
2021-05-02,MCH-9065,Overheating,Completed,11109.32,1
2025-10-14,MCH-9359,Mechanical Jam,In Progress,23580.79,8
2025-02-15,MCH-4889,Leakage,In Progress,35834.32,10
2020-06-16,MCH-5992,Sensor Error,In Progress,20969.03,11
2021-02-19,MCH-6364,Leakage,In Progress,46931.36,11
2021-04-27,MCH-5474,Overheating,Cancelled,32143.55,3
2021-01-25,MCH-7400,Wear and Tear,Cancelled,10645.87,10
2022-02-13,MCH-3671,Software Crash,In Progress,38625.82,11
2022-03-29,MCH-3818,Power Failure,Pending,39455.05,8
2024-04-21,MCH-8505,Sensor Error,Cancelled,25683.58,4
2020-09-12,MCH-1437,Power Failure,Cancelled,40442.84,4
2022-06-24,MCH-2996,Calibration Issue,Pending,21356.03,6
2021-01-22,MCH-2941,Software Crash,Cancelled,44745.92,4
2025-09-10,MCH-3624,Power Failure,Pending,8678.06,8
2020-05-04,MCH-2625,Sensor Error,In Progress,42975.26,7
2023-10-16,MCH-5067,Calibration Issue,Pending,27593.89,11
2021-02-03,MCH-9678,Power Failure,Pending,40700.39,5
2021-11-23,MCH-9474,Sensor Error,In Progress,36769.93,4
2023-06-27,MCH-6703,Leakage,Completed,48960.78,2
2023-06-20,MCH-6423,Overheating,Cancelled,49312.15,12
2024-10-27,MCH-5351,Calibration Issue,Completed,48486.26,12
2023-05-20,MCH-2917,Sensor Error,Pending,7848.71,4
2021-08-14,MCH-1363,Leakage,Cancelled,15883.74,3
2024-01-06,MCH-6065,Leakage,Cancelled,14604.06,12
2025-10-18,MCH-8058,Sensor Error,Completed,10044.7,6
2024-06-21,MCH-4702,Calibration Issue,Pending,33208.28,5
2022-07-29,MCH-9114,Leakage,In Progress,4498.9,1
2021-02-10,MCH-8892,Sensor Error,Pending,36545.53,12
2024-05-29,MCH-6141,Overheating,Completed,19112.13,9
2023-10-04,MCH-4297,Software Crash,Cancelled,45306.99,6
2021-10-22,MCH-2991,Wear and Tear,Cancelled,26067.86,8
2025-10-23,MCH-7242,Calibration Issue,Pending,5105.85,7
2021-03-18,MCH-5853,Power Failure,Completed,27768.68,9
2024-04-29,MCH-8812,Wear and Tear,In Progress,16068.37,11
2025-08-26,MCH-7742,Calibration Issue,Cancelled,34271.26,10
2023-09-18,MCH-6107,Power Failure,Completed,24037.98,2
2022-06-19,MCH-6775,Overheating,In Progress,22354.96,6
2021-11-17,MCH-3630,Mechanical Jam,Cancelled,35359.33,11
2025-06-27,MCH-3636,Sensor Error,Completed,42757.09,3
2025-12-18,MCH-8927,Sensor Error,In Progress,16833.38,1
2020-11-12,MCH-7353,Leakage,Pending,48328.53,1
2021-04-04,MCH-2082,Sensor Error,Completed,11913.04,12
2021-08-03,MCH-3357,Software Crash,Cancelled,2832.16,10
2020-03-29,MCH-1387,Wear and Tear,Pending,35829.08,10
2023-04-02,MCH-9706,Overheating,Completed,30590.51,3
2020-09-12,MCH-6211,Calibration Issue,Cancelled,27389.77,8
2020-11-02,MCH-7168,Leakage,Completed,12163.66,9
2023-08-03,MCH-9578,Wear and Tear,In Progress,2500.19,7
2025-09-26,MCH-3795,Overheating,Completed,694.73,12
2022-10-15,MCH-8271,Calibration Issue,Completed,39267.65,2
2023-12-10,MCH-1945,Power Failure,Completed,13313.73,1
2022-08-23,MCH-8801,Calibration Issue,In Progress,43659.75,8
2020-03-29,MCH-1915,Calibration Issue,Pending,4278.92,11
2020-04-10,MCH-1587,Leakage,Pending,37996.21,6
2020-04-17,MCH-2610,Wear and Tear,Cancelled,33374.67,1
2020-12-27,MCH-3495,Leakage,In Progress,24186.49,11
2024-04-23,MCH-5883,Mechanical Jam,Cancelled,22570.37,7
2024-06-21,MCH-6911,Sensor Error,Completed,2309.78,4
2023-09-28,MCH-6003,Sensor Error,Completed,25860.45,2
2020-10-07,MCH-7698,Software Crash,In Progress,1983.96,4
2021-01-21,MCH-6366,Power Failure,Pending,13015.45,10
2020-02-05,MCH-8216,Wear and Tear,Cancelled,41517.72,5
2021-09-30,MCH-6554,Mechanical Jam,Completed,43971.89,3
2021-04-30,MCH-2714,Overheating,Pending,3389.18,8
2022-01-20,MCH-2742,Sensor Error,Pending,28745.5,11
2022-02-20,MCH-2433,Overheating,Pending,45153.95,9
2020-06-07,MCH-6326,Leakage,Completed,39023.91,1
2025-04-11,MCH-7179,Mechanical Jam,In Progress,29657.55,7
2021-01-29,MCH-9213,Calibration Issue,Pending,9215.24,6
2020-04-08,MCH-9850,Software Crash,Pending,36265.85,12
2022-07-16,MCH-6118,Wear and Tear,Cancelled,39750.09,1
2025-08-04,MCH-6021,Power Failure,In Progress,19210.7,10
2025-10-17,MCH-2171,Power Failure,Cancelled,17099.89,1
2022-04-08,MCH-8913,Power Failure,Completed,7918.58,9
2025-05-22,MCH-7281,Leakage,Pending,43832.0,10
2025-06-20,MCH-1307,Wear and Tear,Pending,34859.4,11
2025-01-15,MCH-4601,Wear and Tear,Pending,3887.34,2
2022-01-15,MCH-2571,Power Failure,In Progress,16576.82,1
2024-04-07,MCH-2412,Calibration Issue,Cancelled,31234.27,12
2020-01-09,MCH-5523,Power Failure,Pending,49416.85,1
2022-09-16,MCH-8722,Mechanical Jam,Pending,1999.97,6
2021-03-08,MCH-9857,Calibration Issue,Completed,16139.61,5
2020-06-05,MCH-3548,Wear and Tear,In Progress,31991.66,8
2022-10-28,MCH-4490,Sensor Error,Cancelled,12630.38,3
2024-01-18,MCH-7552,Software Crash,Cancelled,47421.19,3
2021-09-25,MCH-4597,Wear and Tear,Pending,9813.75,12
2021-12-09,MCH-1846,Overheating,Pending,36185.16,4
2024-07-04,MCH-3255,Mechanical Jam,Pending,16118.22,12
2024-05-27,MCH-1289,Mechanical Jam,In Progress,24622.95,9
2024-02-19,MCH-1291,Software Crash,Completed,31890.04,4
2025-02-12,MCH-3987,Wear and Tear,Cancelled,35350.4,9
2021-01-07,MCH-5037,Wear and Tear,Completed,5940.23,11
2025-03-25,MCH-6196,Mechanical Jam,Cancelled,8529.48,7
2020-03-22,MCH-9395,Sensor Error,Pending,43933.89,11
2025-10-01,MCH-4103,Calibration Issue,Cancelled,26819.04,2
2022-12-26,MCH-2354,Overheating,Cancelled,1597.1,7
2025-04-28,MCH-5809,Mechanical Jam,Cancelled,47005.01,6
2025-11-16,MCH-9651,Mechanical Jam,In Progress,29011.01,8
2024-08-02,MCH-2801,Leakage,Completed,22074.32,9
2024-12-27,MCH-2677,Mechanical Jam,In Progress,39110.62,3
2024-09-30,MCH-1134,Sensor Error,In Progress,26491.87,9
2024-08-15,MCH-2650,Leakage,In Progress,30316.08,2
2025-11-02,MCH-2986,Software Crash,In Progress,4863.96,5
2024-02-12,MCH-2501,Sensor Error,In Progress,44693.27,5
2022-02-08,MCH-1591,Overheating,In Progress,34622.7,8
2023-05-28,MCH-8618,Power Failure,In Progress,8453.53,10
2020-03-19,MCH-4843,Sensor Error,In Progress,24017.7,10
2024-11-30,MCH-6222,Sensor Error,Pending,30996.15,10
2020-12-28,MCH-9303,Sensor Error,Pending,12271.6,12
2024-09-22,MCH-1848,Sensor Error,Cancelled,47818.82,3
2024-07-15,MCH-7904,Software Crash,Cancelled,9261.85,9
2022-05-09,MCH-7392,Overheating,Cancelled,8438.93,5
2022-03-31,MCH-4620,Sensor Error,In Progress,39546.2,11
2020-03-20,MCH-1869,Leakage,Cancelled,9132.15,3
2025-03-31,MCH-8007,Overheating,In Progress,18649.5,11
2024-03-30,MCH-7994,Sensor Error,Pending,12044.27,9
2022-01-25,MCH-5649,Power Failure,In Progress,36393.26,3
2024-11-06,MCH-5564,Overheating,Completed,26270.66,10
2022-06-17,MCH-3177,Sensor Error,Pending,19906.51,2
2023-05-15,MCH-8384,Mechanical Jam,Completed,10343.29,12
2021-08-08,MCH-3253,Software Crash,Completed,19715.87,5
2024-09-27,MCH-2871,Software Crash,Pending,32045.85,1
2025-05-28,MCH-9385,Overheating,Completed,30460.99,11
2025-08-28,MCH-4160,Mechanical Jam,Cancelled,42517.44,2
2022-07-10,MCH-4709,Overheating,Completed,41704.72,5
2025-02-01,MCH-7904,Overheating,In Progress,44328.45,1
2021-09-24,MCH-1267,Leakage,Pending,13913.86,5
2022-09-28,MCH-7862,Sensor Error,Completed,25667.52,12
2024-08-18,MCH-2112,Software Crash,Cancelled,28385.47,2
2023-06-09,MCH-9424,Calibration Issue,Completed,49216.01,9
2020-08-28,MCH-9135,Calibration Issue,In Progress,29754.21,3
2025-12-20,MCH-4229,Mechanical Jam,Pending,2790.99,8
2025-01-02,MCH-7187,Calibration Issue,Completed,33090.8,11
2021-12-21,MCH-9972,Overheating,Pending,19652.3,3
2022-08-12,MCH-7906,Leakage,Pending,28026.37,2
2022-04-16,MCH-6577,Overheating,Completed,5542.36,7
2024-07-02,MCH-4474,Mechanical Jam,Completed,42270.25,11
2024-03-10,MCH-4229,Calibration Issue,In Progress,39218.55,9
2023-06-11,MCH-9617,Overheating,Completed,45055.12,5
2022-11-01,MCH-7970,Sensor Error,Cancelled,21769.06,1
2023-06-01,MCH-7783,Mechanical Jam,Pending,41433.77,4
2022-03-25,MCH-3508,Leakage,Completed,25679.19,12
2023-01-28,MCH-3311,Calibration Issue,Completed,12569.14,3
2025-10-28,MCH-5160,Mechanical Jam,Pending,26963.06,3
2021-12-08,MCH-2874,Sensor Error,In Progress,30673.15,4
2021-05-19,MCH-7698,Overheating,Pending,2554.19,9
2020-11-14,MCH-5761,Mechanical Jam,In Progress,32991.0,1
2025-06-19,MCH-1039,Calibration Issue,Completed,28654.96,4
2022-08-07,MCH-7927,Wear and Tear,Completed,41212.38,11
2020-01-01,MCH-8319,Wear and Tear,In Progress,18521.55,7
2021-03-10,MCH-4381,Mechanical Jam,Completed,11005.41,2
2024-01-10,MCH-9660,Leakage,Completed,8649.64,11
2022-04-04,MCH-1589,Leakage,In Progress,6814.69,4
2023-07-20,MCH-5864,Calibration Issue,In Progress,27653.09,8
2023-06-19,MCH-5705,Leakage,In Progress,30962.97,3
2024-10-04,MCH-4593,Overheating,Pending,39155.01,8
2020-12-11,MCH-7181,Mechanical Jam,Cancelled,17366.76,12
2025-04-02,MCH-7739,Software Crash,In Progress,28737.32,12
2025-07-05,MCH-9763,Leakage,In Progress,34512.81,5
2020-04-22,MCH-8042,Software Crash,Pending,20692.33,9
2020-02-16,MCH-1416,Mechanical Jam,Cancelled,8536.35,6
2021-11-07,MCH-5778,Leakage,Cancelled,42672.43,1
2021-12-20,MCH-3129,Calibration Issue,Completed,7644.52,8
2021-08-27,MCH-6109,Calibration Issue,In Progress,39495.64,11
2024-08-17,MCH-2949,Power Failure,Cancelled,24228.58,5
2022-12-06,MCH-4656,Sensor Error,Completed,26827.92,12
2024-01-23,MCH-3308,Software Crash,Pending,42013.44,6
2025-03-06,MCH-5023,Power Failure,Cancelled,47853.83,12
2025-10-22,MCH-5962,Power Failure,Cancelled,14559.12,9
2023-08-18,MCH-7605,Software Crash,Cancelled,47944.65,12
2023-03-27,MCH-8126,Wear and Tear,Pending,14242.15,5
2024-02-21,MCH-9698,Sensor Error,Completed,39146.07,11
2024-03-14,MCH-7985,Leakage,Pending,43146.96,3
2025-06-25,MCH-2557,Software Crash,In Progress,20001.28,7
2023-11-18,MCH-9346,Mechanical Jam,Completed,11382.18,10
2023-03-11,MCH-2946,Calibration Issue,Cancelled,736.17,11
2022-04-22,MCH-8359,Software Crash,Cancelled,5938.22,2
2022-08-22,MCH-2943,Software Crash,Pending,47157.97,12
2021-05-27,MCH-7396,Overheating,Pending,3261.26,1
2023-03-08,MCH-9573,Software Crash,Completed,41645.11,9
2022-04-27,MCH-1824,Mechanical Jam,Completed,6105.42,9
2021-04-17,MCH-4422,Mechanical Jam,In Progress,39552.41,9
2025-01-25,MCH-4837,Sensor Error,Completed,44809.65,4
2021-05-07,MCH-4007,Overheating,Cancelled,21306.48,2
2020-03-15,MCH-1906,Sensor Error,Completed,31802.84,9
2022-02-04,MCH-8453,Leakage,Cancelled,48725.46,4
2021-11-21,MCH-5012,Leakage,Completed,5283.94,2
2020-06-12,MCH-9348,Overheating,Cancelled,31832.45,12
2022-08-20,MCH-1326,Mechanical Jam,Pending,20260.74,1
2024-06-17,MCH-7166,Sensor Error,Pending,3896.85,2
2020-08-19,MCH-6888,Power Failure,Pending,43550.02,1
2024-06-25,MCH-4334,Mechanical Jam,In Progress,16763.5,7
2021-06-19,MCH-9114,Sensor Error,Cancelled,17101.72,12
2022-10-12,MCH-6754,Power Failure,Cancelled,39233.65,3
2022-01-26,MCH-6950,Wear and Tear,Completed,36307.35,10
2024-10-14,MCH-1919,Power Failure,Pending,36814.98,9
2021-07-05,MCH-1140,Mechanical Jam,In Progress,34097.27,12
2024-06-20,MCH-9909,Overheating,In Progress,3960.88,1
2023-10-02,MCH-6865,Leakage,Pending,30576.66,12
2023-08-09,MCH-6591,Leakage,In Progress,30057.48,8
2022-09-07,MCH-5350,Overheating,Cancelled,29169.35,4
2023-11-01,MCH-9573,Calibration Issue,Pending,23841.53,10
2025-02-17,MCH-9173,Overheating,Pending,40557.14,12
2025-11-23,MCH-6721,Leakage,Cancelled,7530.22,12
2020-07-28,MCH-7061,Sensor Error,Cancelled,864.01,11
2024-05-15,MCH-4776,Wear and Tear,Cancelled,3928.01,10
2024-09-09,MCH-4256,Software Crash,Completed,5344.14,12
2025-04-16,MCH-7172,Mechanical Jam,Completed,3988.73,7
2022-10-11,MCH-8399,Wear and Tear,In Progress,42936.11,11
2022-08-23,MCH-9256,Calibration Issue,Cancelled,1426.51,11
2025-01-27,MCH-7893,Sensor Error,Cancelled,22441.84,10
2022-01-24,MCH-4884,Mechanical Jam,Cancelled,37628.1,9
2021-04-01,MCH-5736,Software Crash,In Progress,47694.43,6
2024-11-07,MCH-6585,Power Failure,In Progress,14520.33,2
2020-04-12,MCH-5086,Software Crash,Pending,6681.35,6
2020-11-24,MCH-9231,Calibration Issue,Pending,1001.98,1
2022-04-05,MCH-3041,Wear and Tear,Cancelled,12995.93,9
2024-12-26,MCH-2288,Calibration Issue,In Progress,13169.53,12
2020-05-01,MCH-7406,Software Crash,Cancelled,39497.6,7
2024-07-20,MCH-3973,Software Crash,In Progress,32514.98,12
2023-09-28,MCH-3910,Wear and Tear,Completed,1796.18,2
2021-02-19,MCH-1725,Mechanical Jam,Pending,9253.14,6
2022-02-21,MCH-4962,Wear and Tear,Pending,4547.16,11
2020-07-29,MCH-9053,Software Crash,Cancelled,3748.93,1
2021-11-22,MCH-1850,Overheating,Cancelled,17963.02,2
2020-09-09,MCH-6312,Sensor Error,Pending,18363.65,12
2025-07-28,MCH-5472,Calibration Issue,Cancelled,7475.84,9
2022-11-20,MCH-9326,Calibration Issue,Cancelled,29293.08,5
2022-08-14,MCH-8015,Sensor Error,Cancelled,44043.57,12
2023-12-30,MCH-6959,Calibration Issue,Cancelled,39039.73,3
2025-11-07,MCH-1919,Power Failure,Completed,1173.72,10
2024-05-09,MCH-4924,Software Crash,In Progress,22959.92,7
2023-08-08,MCH-4370,Leakage,Completed,16512.16,11
